gml_id,id,metadataproperty,description_href,description_title,description_nilreason,description,descriptionreference_href,descriptionreference_title,descriptionreference_nilreason,identifier_codespace,identifier,name,location_location,godlo,akt_rok,piksel,kolor,zrodlo_danych,uklad_xy,modul_archiwizacji,nr_zglosz,akt_data_frame,akt_data_id,akt_data_metadataproperty,akt_data_description_href,akt_data_description_title,akt_data_description_nilreason,akt_data_description,akt_data_descriptionreference_href,akt_data_descriptionreference_title,akt_data_descriptionreference_nilreason,akt_data_identifier_codespace,akt_data_identifier,akt_data_name,akt_data_relatedtime,akt_data_timeposition_frame,akt_data_timeposition_calendareraname,akt_data_timeposition_indeterminateposition,akt_data_timeposition,czy_ark_wypelniony,url_do_pobrania,dt_pzgik_frame,dt_pzgik_id,dt_pzgik_metadataproperty,dt_pzgik_description_href,dt_pzgik_description_title,dt_pzgik_description_nilreason,dt_pzgik_description,dt_pzgik_descriptionreference_href,dt_pzgik_descriptionreference_title,dt_pzgik_descriptionreference_nilreason,dt_pzgik_identifier_codespace,dt_pzgik_identifier,dt_pzgik_name,dt_pzgik_relatedtime,dt_pzgik_timeposition_frame,dt_pzgik_timeposition_calendareraname,dt_pzgik_timeposition_indeterminateposition,dt_pzgik_timeposition,wlk_pliku_mb,layer,path
metro20.118,SkorowidzOrtofomapy2020.915337,,,,,,,,,,,,,N-34-50-C-d-3-1,2020,0.25,RGB,Zdj. cyfrowe,PL-1992,1:5000,DFT.7201.016.2020,,SkorowidzOrtofomapy2020.915337.akt_data,,,,,,,,,,,,,,,,2020-04-11,TAK,https://opendata.geoportal.gov.pl/ortofotomapa/73642/73642_915337_N-34-50-C-d-3-1.tif,,SkorowidzOrtofomapy2020.915337.dt_pzgik,,,,,,,,,,,,,,,,2020-09-02,43,metro20,C:/Users/admin/Desktop/inference_data/Inference_data/metro20.gml
metro20.119,SkorowidzOrtofomapy2020.915353,,,,,,,,,,,,,N-34-50-C-d-4-1,2020,0.25,RGB,Zdj. cyfrowe,PL-1992,1:5000,DFT.7201.016.2020,,SkorowidzOrtofomapy2020.915353.akt_data,,,,,,,,,,,,,,,,2020-04-11,TAK,https://opendata.geoportal.gov.pl/ortofotomapa/73642/73642_915353_N-34-50-C-d-4-1.tif,,SkorowidzOrtofomapy2020.915353.dt_pzgik,,,,,,,,,,,,,,,,2020-09-02,39,metro20,C:/Users/admin/Desktop/inference_data/Inference_data/metro20.gml
metro20.120,SkorowidzOrtofomapy2020.915478,,,,,,,,,,,,,N-34-50-C-a-3-1,2020,0.25,RGB,Zdj. cyfrowe,PL-1992,1:5000,DFT.7201.016.2020,,SkorowidzOrtofomapy2020.915478.akt_data,,,,,,,,,,,,,,,,2020-04-11,TAK,https://opendata.geoportal.gov.pl/ortofotomapa/73642/73642_915478_N-34-50-C-a-3-1.tif,,SkorowidzOrtofomapy2020.915478.dt_pzgik,,,,,,,,,,,,,,,,2020-09-02,41,metro20,C:/Users/admin/Desktop/inference_data/Inference_data/metro20.gml
metro20.121,SkorowidzOrtofomapy2020.915474,,,,,,,,,,,,,N-34-50-C-a-1-3,2020,0.25,RGB,Zdj. cyfrowe,PL-1992,1:5000,DFT.7201.016.2020,,SkorowidzOrtofomapy2020.915474.akt_data,,,,,,,,,,,,,,,,2020-04-11,TAK,https://opendata.geoportal.gov.pl/ortofotomapa/73642/73642_915474_N-34-50-C-a-1-3.tif,,SkorowidzOrtofomapy2020.915474.dt_pzgik,,,,,,,,,,,,,,,,2020-09-02,44,metro20,C:/Users/admin/Desktop/inference_data/Inference_data/metro20.gml
metro20.122,SkorowidzOrtofomapy2020.915769,,,,,,,,,,,,,N-34-49-D-d-4-3,2020,0.25,RGB,Zdj. cyfrowe,PL-1992,1:5000,DFT.7201.016.2020,,SkorowidzOrtofomapy2020.915769.akt_data,,,,,,,,,,,,,,,,2020-04-11,TAK,https://opendata.geoportal.gov.pl/ortofotomapa/73642/73642_915769_N-34-49-D-d-4-3.tif,,SkorowidzOrtofomapy2020.915769.dt_pzgik,,,,,,,,,,,,,,,,2020-09-02,40,metro20,C:/Users/admin/Desktop/inference_data/Inference_data/metro20.gml
metro20.123,SkorowidzOrtofomapy2020.915295,,,,,,,,,,,,,N-34-50-C-c-3-4,2020,0.25,RGB,Zdj. cyfrowe,PL-1992,1:5000,DFT.7201.016.2020,,SkorowidzOrtofomapy2020.915295.akt_data,,,,,,,,,,,,,,,,2020-04-11,TAK,https://opendata.geoportal.gov.pl/ortofotomapa/73642/73642_915295_N-34-50-C-c-3-4.tif,,SkorowidzOrtofomapy2020.915295.dt_pzgik,,,,,,,,,,,,,,,,2020-09-02,44,metro20,C:/Users/admin/Desktop/inference_data/Inference_data/metro20.gml
metro20.124,SkorowidzOrtofomapy2020.915882,,,,,,,,,,,,,N-34-62-A-b-2-3,2020,0.25,RGB,Zdj. cyfrowe,PL-1992,1:5000,DFT.7201.016.2020,,SkorowidzOrtofomapy2020.915882.akt_data,,,,,,,,,,,,,,,,2020-04-11,TAK,https://opendata.geoportal.gov.pl/ortofotomapa/73642/73642_915882_N-34-62-A-b-2-3.tif,,SkorowidzOrtofomapy2020.915882.dt_pzgik,,,,,,,,,,,,,,,,2020-09-02,32,metro20,C:/Users/admin/Desktop/inference_data/Inference_data/metro20.gml
metro21.0,SkorowidzOrtofomapy2021.1014792,,,,,,,,,,,,,N-34-49-D-b-4-3,2021,0.05,RGB,Zdj. cyfrowe,PL-1992,1:5000,GI-FOTO.6201.5.2021,,SkorowidzOrtofomapy2021.1014792.akt_data,,,,,,,,,,,,,,,,2021-05-01,TAK,https://opendata.geoportal.gov.pl/ortofotomapa/74865/74865_1014792_N-34-49-D-b-4-3.tif,,SkorowidzOrtofomapy2021.1014792.dt_pzgik,,,,,,,,,,,,,,,,2021-11-19,934,metro21,C:/Users/admin/Desktop/inference_data/Inference_data/metro21.gml
metro21.1,SkorowidzOrtofomapy2021.1040155,,,,,,,,,,,,,N-34-49-D-b-4-3,2021,0.25,CIR,Zdj. cyfrowe,PL-1992,1:5000,DFT.7201.030.2021,,SkorowidzOrtofomapy2021.1040155.akt_data,,,,,,,,,,,,,,,,2021-07-13,TAK,https://opendata.geoportal.gov.pl/ortofotomapa/75093/75093_1040155_N-34-49-D-b-4-3.tif,,SkorowidzOrtofomapy2021.1040155.dt_pzgik,,,,,,,,,,,,,,,,2022-01-27,33,metro21,C:/Users/admin/Desktop/inference_data/Inference_data/metro21.gml
metro21.2,SkorowidzOrtofomapy2021.1042347,,,,,,,,,,,,,N-34-49-D-b-4-3,2021,0.25,RGB,Zdj. cyfrowe,PL-1992,1:5000,DFT.7201.030.2021,,SkorowidzOrtofomapy2021.1042347.akt_data,,,,,,,,,,,,,,,,2021-07-13,TAK,https://opendata.geoportal.gov.pl/ortofotomapa/75094/75094_1042347_N-34-49-D-b-4-3.tif,,SkorowidzOrtofomapy2021.1042347.dt_pzgik,,,,,,,,,,,,,,,,2022-01-27,31,metro21,C:/Users/admin/Desktop/inference_data/Inference_data/metro21.gml
metro21.3,SkorowidzOrtofomapy2021.1014869,,,,,,,,,,,,,N-34-61-B-b-2-1,2021,0.05,RGB,Zdj. cyfrowe,PL-1992,1:5000,GI-FOTO.6201.5.2021,,SkorowidzOrtofomapy2021.1014869.akt_data,,,,,,,,,,,,,,,,2021-05-01,TAK,https://opendata.geoportal.gov.pl/ortofotomapa/74865/74865_1014869_N-34-61-B-b-2-1.tif,,SkorowidzOrtofomapy2021.1014869.dt_pzgik,,,,,,,,,,,,,,,,2021-11-19,1027,metro21,C:/Users/admin/Desktop/inference_data/Inference_data/metro21.gml
metro21.4,SkorowidzOrtofomapy2021.1014825,,,,,,,,,,,,,N-34-62-A-b-1-3,2021,0.05,RGB,Zdj. cyfrowe,PL-1992,1:5000,GI-FOTO.6201.5.2021,,SkorowidzOrtofomapy2021.1014825.akt_data,,,,,,,,,,,,,,,,2021-05-01,TAK,https://opendata.geoportal.gov.pl/ortofotomapa/74865/74865_1014825_N-34-62-A-b-1-3.tif,,SkorowidzOrtofomapy2021.1014825.dt_pzgik,,,,,,,,,,,,,,,,2021-11-19,1029,metro21,C:/Users/admin/Desktop/inference_data/Inference_data/metro21.gml
metro21.5,SkorowidzOrtofomapy2021.1014782,,,,,,,,,,,,,N-34-49-D-b-1-2,2021,0.05,RGB,Zdj. cyfrowe,PL-1992,1:5000,GI-FOTO.6201.5.2021,,SkorowidzOrtofomapy2021.1014782.akt_data,,,,,,,,,,,,,,,,2021-05-01,TAK,https://opendata.geoportal.gov.pl/ortofotomapa/74865/74865_1014782_N-34-49-D-b-1-2.tif,,SkorowidzOrtofomapy2021.1014782.dt_pzgik,,,,,,,,,,,,,,,,2021-11-19,1097,metro21,C:/Users/admin/Desktop/inference_data/Inference_data/metro21.gml
metro21.6,SkorowidzOrtofomapy2021.1014803,,,,,,,,,,,,,N-34-49-D-d-2-2,2021,0.05,RGB,Zdj. cyfrowe,PL-1992,1:5000,GI-FOTO.6201.5.2021,,SkorowidzOrtofomapy2021.1014803.akt_data,,,,,,,,,,,,,,,,2021-05-01,TAK,https://opendata.geoportal.gov.pl/ortofotomapa/74865/74865_1014803_N-34-49-D-d-2-2.tif,,SkorowidzOrtofomapy2021.1014803.dt_pzgik,,,,,,,,,,,,,,,,2021-11-19,1032,metro21,C:/Users/admin/Desktop/inference_data/Inference_data/metro21.gml
metro21.7,SkorowidzOrtofomapy2021.1014893,,,,,,,,,,,,,N-34-49-B-c-4-4,2021,0.05,RGB,Zdj. cyfrowe,PL-1992,1:5000,GI-FOTO.6201.5.2021,,SkorowidzOrtofomapy2021.1014893.akt_data,,,,,,,,,,,,,,,,2021-05-01,TAK,https://opendata.geoportal.gov.pl/ortofotomapa/74865/74865_1014893_N-34-49-B-c-4-4.tif,,SkorowidzOrtofomapy2021.1014893.dt_pzgik,,,,,,,,,,,,,,,,2021-11-19,1165,metro21,C:/Users/admin/Desktop/inference_data/Inference_data/metro21.gml
metro21.8,SkorowidzOrtofomapy2021.1014856,,,,,,,,,,,,,N-34-62-B-a-2-2,2021,0.05,RGB,Zdj. cyfrowe,PL-1992,1:5000,GI-FOTO.6201.5.2021,,SkorowidzOrtofomapy2021.1014856.akt_data,,,,,,,,,,,,,,,,2021-05-01,TAK,https://opendata.geoportal.gov.pl/ortofotomapa/74865/74865_1014856_N-34-62-B-a-2-2.tif,,SkorowidzOrtofomapy2021.1014856.dt_pzgik,,,,,,,,,,,,,,,,2021-11-19,950,metro21,C:/Users/admin/Desktop/inference_data/Inference_data/metro21.gml
metro21.9,SkorowidzOrtofomapy2021.1014807,,,,,,,,,,,,,N-34-62-A-a-1-4,2021,0.05,RGB,Zdj. cyfrowe,PL-1992,1:5000,GI-FOTO.6201.5.2021,,SkorowidzOrtofomapy2021.1014807.akt_data,,,,,,,,,,,,,,,,2021-05-01,TAK,https://opendata.geoportal.gov.pl/ortofotomapa/74865/74865_1014807_N-34-62-A-a-1-4.tif,,SkorowidzOrtofomapy2021.1014807.dt_pzgik,,,,,,,,,,,,,,,,2021-11-19,979,metro21,C:/Users/admin/Desktop/inference_data/Inference_data/metro21.gml
metro21.10,SkorowidzOrtofomapy2021.1014813,,,,,,,,,,,,,N-34-62-A-a-2-3,2021,0.05,RGB,Zdj. cyfrowe,PL-1992,1:5000,GI-FOTO.6201.5.2021,,SkorowidzOrtofomapy2021.1014813.akt_data,,,,,,,,,,,,,,,,2021-05-01,TAK,https://opendata.geoportal.gov.pl/ortofotomapa/74865/74865_1014813_N-34-62-A-a-2-3.tif,,SkorowidzOrtofomapy2021.1014813.dt_pzgik,,,,,,,,,,,,,,,,2021-11-19,1014,metro21,C:/Users/admin/Desktop/inference_data/Inference_data/metro21.gml
metro21.11,SkorowidzOrtofomapy2021.1014790,,,,,,,,,,,,,N-34-49-D-b-4-1,2021,0.05,RGB,Zdj. cyfrowe,PL-1992,1:5000,GI-FOTO.6201.5.2021,,SkorowidzOrtofomapy2021.1014790.akt_data,,,,,,,,,,,,,,,,2021-05-01,TAK,https://opendata.geoportal.gov.pl/ortofotomapa/74865/74865_1014790_N-34-49-D-b-4-1.tif,,SkorowidzOrtofomapy2021.1014790.dt_pzgik,,,,,,,,,,,,,,,,2021-11-19,1030,metro21,C:/Users/admin/Desktop/inference_data/Inference_data/metro21.gml
metro21.12,SkorowidzOrtofomapy2021.1014732,,,,,,,,,,,,,N-34-49-B-d-4-3,2021,0.05,RGB,Zdj. cyfrowe,PL-1992,1:5000,GI-FOTO.6201.5.2021,,SkorowidzOrtofomapy2021.1014732.akt_data,,,,,,,,,,,,,,,,2021-05-01,TAK,https://opendata.geoportal.gov.pl/ortofotomapa/74865/74865_1014732_N-34-49-B-d-4-3.tif,,SkorowidzOrtofomapy2021.1014732.dt_pzgik,,,,,,,,,,,,,,,,2021-11-19,819,metro21,C:/Users/admin/Desktop/inference_data/Inference_data/metro21.gml
metro21.13,SkorowidzOrtofomapy2021.1014759,,,,,,,,,,,,,N-34-50-C-c-3-4,2021,0.05,RGB,Zdj. cyfrowe,PL-1992,1:5000,GI-FOTO.6201.5.2021,,SkorowidzOrtofomapy2021.1014759.akt_data,,,,,,,,,,,,,,,,2021-05-01,TAK,https://opendata.geoportal.gov.pl/ortofotomapa/74865/74865_1014759_N-34-50-C-c-3-4.tif,,SkorowidzOrtofomapy2021.1014759.dt_pzgik,,,,,,,,,,,,,,,,2021-11-19,1010,metro21,C:/Users/admin/Desktop/inference_data/Inference_data/metro21.gml
metro21.14,SkorowidzOrtofomapy2021.1014764,,,,,,,,,,,,,N-34-50-C-d-1-1,2021,0.05,RGB,Zdj. cyfrowe,PL-1992,1:5000,GI-FOTO.6201.5.2021,,SkorowidzOrtofomapy2021.1014764.akt_data,,,,,,,,,,,,,,,,2021-05-01,TAK,https://opendata.geoportal.gov.pl/ortofotomapa/74865/74865_1014764_N-34-50-C-d-1-1.tif,,SkorowidzOrtofomapy2021.1014764.dt_pzgik,,,,,,,,,,,,,,,,2021-11-19,722,metro21,C:/Users/admin/Desktop/inference_data/Inference_data/metro21.gml
metro21.15,SkorowidzOrtofomapy2021.1014720,,,,,,,,,,,,,N-34-49-B-d-1-3,2021,0.05,RGB,Zdj. cyfrowe,PL-1992,1:5000,GI-FOTO.6201.5.2021,,SkorowidzOrtofomapy2021.1014720.akt_data,,,,,,,,,,,,,,,,2021-05-01,TAK,https://opendata.geoportal.gov.pl/ortofotomapa/74865/74865_1014720_N-34-49-B-d-1-3.tif,,SkorowidzOrtofomapy2021.1014720.dt_pzgik,,,,,,,,,,,,,,,,2021-11-19,1100,metro21,C:/Users/admin/Desktop/inference_data/Inference_data/metro21.gml
metro21.16,SkorowidzOrtofomapy2021.1014754,,,,,,,,,,,,,N-34-50-C-c-2-3,2021,0.05,RGB,Zdj. cyfrowe,PL-1992,1:5000,GI-FOTO.6201.5.2021,,SkorowidzOrtofomapy2021.1014754.akt_data,,,,,,,,,,,,,,,,2021-05-01,TAK,https://opendata.geoportal.gov.pl/ortofotomapa/74865/74865_1014754_N-34-50-C-c-2-3.tif,,SkorowidzOrtofomapy2021.1014754.dt_pzgik,,,,,,,,,,,,,,,,2021-11-19,968,metro21,C:/Users/admin/Desktop/inference_data/Inference_data/metro21.gml
metro21.17,SkorowidzOrtofomapy2021.1014795,,,,,,,,,,,,,N-34-50-D-c-3-2,2021,0.05,RGB,Zdj. cyfrowe,PL-1992,1:5000,GI-FOTO.6201.5.2021,,SkorowidzOrtofomapy2021.1014795.akt_data,,,,,,,,,,,,,,,,2021-05-01,TAK,https://opendata.geoportal.gov.pl/ortofotomapa/74865/74865_1014795_N-34-50-D-c-3-2.tif,,SkorowidzOrtofomapy2021.1014795.dt_pzgik,,,,,,,,,,,,,,,,2021-11-19,489,metro21,C:/Users/admin/Desktop/inference_data/Inference_data/metro21.gml
metro21.18,SkorowidzOrtofomapy2021.1014823,,,,,,,,,,,,,N-34-62-A-b-1-1,2021,0.05,RGB,Zdj. cyfrowe,PL-1992,1:5000,GI-FOTO.6201.5.2021,,SkorowidzOrtofomapy2021.1014823.akt_data,,,,,,,,,,,,,,,,2021-05-01,TAK,https://opendata.geoportal.gov.pl/ortofotomapa/74865/74865_1014823_N-34-62-A-b-1-1.tif,,SkorowidzOrtofomapy2021.1014823.dt_pzgik,,,,,,,,,,,,,,,,2021-11-19,995,metro21,C:/Users/admin/Desktop/inference_data/Inference_data/metro21.gml
metro21.19,SkorowidzOrtofomapy2021.1014784,,,,,,,,,,,,,N-34-49-D-b-1-4,2021,0.05,RGB,Zdj. cyfrowe,PL-1992,1:5000,GI-FOTO.6201.5.2021,,SkorowidzOrtofomapy2021.1014784.akt_data,,,,,,,,,,,,,,,,2021-05-01,TAK,https://opendata.geoportal.gov.pl/ortofotomapa/74865/74865_1014784_N-34-49-D-b-1-4.tif,,SkorowidzOrtofomapy2021.1014784.dt_pzgik,,,,,,,,,,,,,,,,2021-11-19,1128,metro21,C:/Users/admin/Desktop/inference_data/Inference_data/metro21.gml
metro21.20,SkorowidzOrtofomapy2021.1014801,,,,,,,,,,,,,N-34-49-D-d-1-4,2021,0.05,RGB,Zdj. cyfrowe,PL-1992,1:5000,GI-FOTO.6201.5.2021,,SkorowidzOrtofomapy2021.1014801.akt_data,,,,,,,,,,,,,,,,2021-05-01,TAK,https://opendata.geoportal.gov.pl/ortofotomapa/74865/74865_1014801_N-34-49-D-d-1-4.tif,,SkorowidzOrtofomapy2021.1014801.dt_pzgik,,,,,,,,,,,,,,,,2021-11-19,987,metro21,C:/Users/admin/Desktop/inference_data/Inference_data/metro21.gml
metro21.21,SkorowidzOrtofomapy2021.1014851,,,,,,,,,,,,,N-34-50-A-c-3-2,2021,0.05,RGB,Zdj. cyfrowe,PL-1992,1:5000,GI-FOTO.6201.5.2021,,SkorowidzOrtofomapy2021.1014851.akt_data,,,,,,,,,,,,,,,,2021-05-01,TAK,https://opendata.geoportal.gov.pl/ortofotomapa/74865/74865_1014851_N-34-50-A-c-3-2.tif,,SkorowidzOrtofomapy2021.1014851.dt_pzgik,,,,,,,,,,,,,,,,2021-11-19,661,metro21,C:/Users/admin/Desktop/inference_data/Inference_data/metro21.gml
metro21.22,SkorowidzOrtofomapy2021.1014731,,,,,,,,,,,,,N-34-49-B-d-4-2,2021,0.05,RGB,Zdj. cyfrowe,PL-1992,1:5000,GI-FOTO.6201.5.2021,,SkorowidzOrtofomapy2021.1014731.akt_data,,,,,,,,,,,,,,,,2021-05-01,TAK,https://opendata.geoportal.gov.pl/ortofotomapa/74865/74865_1014731_N-34-49-B-d-4-2.tif,,SkorowidzOrtofomapy2021.1014731.dt_pzgik,,,,,,,,,,,,,,,,2021-11-19,988,metro21,C:/Users/admin/Desktop/inference_data/Inference_data/metro21.gml
metro21.23,SkorowidzOrtofomapy2021.1014721,,,,,,,,,,,,,N-34-49-B-d-1-4,2021,0.05,RGB,Zdj. cyfrowe,PL-1992,1:5000,GI-FOTO.6201.5.2021,,SkorowidzOrtofomapy2021.1014721.akt_data,,,,,,,,,,,,,,,,2021-05-01,TAK,https://opendata.geoportal.gov.pl/ortofotomapa/74865/74865_1014721_N-34-49-B-d-1-4.tif,,SkorowidzOrtofomapy2021.1014721.dt_pzgik,,,,,,,,,,,,,,,,2021-11-19,1022,metro21,C:/Users/admin/Desktop/inference_data/Inference_data/metro21.gml
metro21.24,SkorowidzOrtofomapy2021.1014824,,,,,,,,,,,,,N-34-62-A-b-1-2,2021,0.05,RGB,Zdj. cyfrowe,PL-1992,1:5000,GI-FOTO.6201.5.2021,,SkorowidzOrtofomapy2021.1014824.akt_data,,,,,,,,,,,,,,,,2021-05-01,TAK,https://opendata.geoportal.gov.pl/ortofotomapa/74865/74865_1014824_N-34-62-A-b-1-2.tif,,SkorowidzOrtofomapy2021.1014824.dt_pzgik,,,,,,,,,,,,,,,,2021-11-19,897,metro21,C:/Users/admin/Desktop/inference_data/Inference_data/metro21.gml
metro21.25,SkorowidzOrtofomapy2021.1014831,,,,,,,,,,,,,N-34-62-A-b-3-1,2021,0.05,RGB,Zdj. cyfrowe,PL-1992,1:5000,GI-FOTO.6201.5.2021,,SkorowidzOrtofomapy2021.1014831.akt_data,,,,,,,,,,,,,,,,2021-05-01,TAK,https://opendata.geoportal.gov.pl/ortofotomapa/74865/74865_1014831_N-34-62-A-b-3-1.tif,,SkorowidzOrtofomapy2021.1014831.dt_pzgik,,,,,,,,,,,,,,,,2021-11-19,1012,metro21,C:/Users/admin/Desktop/inference_data/Inference_data/metro21.gml
metro21.26,SkorowidzOrtofomapy2021.1014736,,,,,,,,,,,,,N-34-50-C-a-1-3,2021,0.05,RGB,Zdj. cyfrowe,PL-1992,1:5000,GI-FOTO.6201.5.2021,,SkorowidzOrtofomapy2021.1014736.akt_data,,,,,,,,,,,,,,,,2021-05-01,TAK,https://opendata.geoportal.gov.pl/ortofotomapa/74865/74865_1014736_N-34-50-C-a-1-3.tif,,SkorowidzOrtofomapy2021.1014736.dt_pzgik,,,,,,,,,,,,,,,,2021-11-19,1107,metro21,C:/Users/admin/Desktop/inference_data/Inference_data/metro21.gml
metro21.27,SkorowidzOrtofomapy2021.1014797,,,,,,,,,,,,,N-34-50-D-c-3-4,2021,0.05,RGB,Zdj. cyfrowe,PL-1992,1:5000,GI-FOTO.6201.5.2021,,SkorowidzOrtofomapy2021.1014797.akt_data,,,,,,,,,,,,,,,,2021-05-01,TAK,https://opendata.geoportal.gov.pl/ortofotomapa/74865/74865_1014797_N-34-50-D-c-3-4.tif,,SkorowidzOrtofomapy2021.1014797.dt_pzgik,,,,,,,,,,,,,,,,2021-11-19,922,metro21,C:/Users/admin/Desktop/inference_data/Inference_data/metro21.gml
metro21.28,SkorowidzOrtofomapy2021.1014806,,,,,,,,,,,,,N-34-49-D-d-2-4,2021,0.05,RGB,Zdj. cyfrowe,PL-1992,1:5000,GI-FOTO.6201.5.2021,,SkorowidzOrtofomapy2021.1014806.akt_data,,,,,,,,,,,,,,,,2021-05-01,TAK,https://opendata.geoportal.gov.pl/ortofotomapa/74865/74865_1014806_N-34-49-D-d-2-4.tif,,SkorowidzOrtofomapy2021.1014806.dt_pzgik,,,,,,,,,,,,,,,,2021-11-19,1029,metro21,C:/Users/admin/Desktop/inference_data/Inference_data/metro21.gml
metro21.29,SkorowidzOrtofomapy2021.1014738,,,,,,,,,,,,,N-34-50-C-a-2-1,2021,0.05,RGB,Zdj. cyfrowe,PL-1992,1:5000,GI-FOTO.6201.5.2021,,SkorowidzOrtofomapy2021.1014738.akt_data,,,,,,,,,,,,,,,,2021-05-01,TAK,https://opendata.geoportal.gov.pl/ortofotomapa/74865/74865_1014738_N-34-50-C-a-2-1.tif,,SkorowidzOrtofomapy2021.1014738.dt_pzgik,,,,,,,,,,,,,,,,2021-11-19,203,metro21,C:/Users/admin/Desktop/inference_data/Inference_data/metro21.gml
metro21.30,SkorowidzOrtofomapy2021.1014785,,,,,,,,,,,,,N-34-49-D-b-2-1,2021,0.05,RGB,Zdj. cyfrowe,PL-1992,1:5000,GI-FOTO.6201.5.2021,,SkorowidzOrtofomapy2021.1014785.akt_data,,,,,,,,,,,,,,,,2021-05-01,TAK,https://opendata.geoportal.gov.pl/ortofotomapa/74865/74865_1014785_N-34-49-D-b-2-1.tif,,SkorowidzOrtofomapy2021.1014785.dt_pzgik,,,,,,,,,,,,,,,,2021-11-19,1002,metro21,C:/Users/admin/Desktop/inference_data/Inference_data/metro21.gml
metro21.31,SkorowidzOrtofomapy2021.1014787,,,,,,,,,,,,,N-34-49-D-b-2-3,2021,0.05,RGB,Zdj. cyfrowe,PL-1992,1:5000,GI-FOTO.6201.5.2021,,SkorowidzOrtofomapy2021.1014787.akt_data,,,,,,,,,,,,,,,,2021-05-01,TAK,https://opendata.geoportal.gov.pl/ortofotomapa/74865/74865_1014787_N-34-49-D-b-2-3.tif,,SkorowidzOrtofomapy2021.1014787.dt_pzgik,,,,,,,,,,,,,,,,2021-11-19,1002,metro21,C:/Users/admin/Desktop/inference_data/Inference_data/metro21.gml
metro21.32,SkorowidzOrtofomapy2021.1014811,,,,,,,,,,,,,N-34-62-A-a-2-2,2021,0.05,RGB,Zdj. cyfrowe,PL-1992,1:5000,GI-FOTO.6201.5.2021,,SkorowidzOrtofomapy2021.1014811.akt_data,,,,,,,,,,,,,,,,2021-05-01,TAK,https://opendata.geoportal.gov.pl/ortofotomapa/74865/74865_1014811_N-34-62-A-a-2-2.tif,,SkorowidzOrtofomapy2021.1014811.dt_pzgik,,,,,,,,,,,,,,,,2021-11-19,980,metro21,C:/Users/admin/Desktop/inference_data/Inference_data/metro21.gml
metro21.33,SkorowidzOrtofomapy2021.1014749,,,,,,,,,,,,,N-34-50-C-c-1-2,2021,0.05,RGB,Zdj. cyfrowe,PL-1992,1:5000,GI-FOTO.6201.5.2021,,SkorowidzOrtofomapy2021.1014749.akt_data,,,,,,,,,,,,,,,,2021-05-01,TAK,https://opendata.geoportal.gov.pl/ortofotomapa/74865/74865_1014749_N-34-50-C-c-1-2.tif,,SkorowidzOrtofomapy2021.1014749.dt_pzgik,,,,,,,,,,,,,,,,2021-11-19,1033,metro21,C:/Users/admin/Desktop/inference_data/Inference_data/metro21.gml
metro21.34,SkorowidzOrtofomapy2021.1014854,,,,,,,,,,,,,N-34-50-A-c-4-1,2021,0.05,RGB,Zdj. cyfrowe,PL-1992,1:5000,GI-FOTO.6201.5.2021,,SkorowidzOrtofomapy2021.1014854.akt_data,,,,,,,,,,,,,,,,2021-05-01,TAK,https://opendata.geoportal.gov.pl/ortofotomapa/74865/74865_1014854_N-34-50-A-c-4-1.tif,,SkorowidzOrtofomapy2021.1014854.dt_pzgik,,,,,,,,,,,,,,,,2021-11-19,109,metro21,C:/Users/admin/Desktop/inference_data/Inference_data/metro21.gml
metro21.35,SkorowidzOrtofomapy2021.1014739,,,,,,,,,,,,,N-34-50-C-a-2-3,2021,0.05,RGB,Zdj. cyfrowe,PL-1992,1:5000,GI-FOTO.6201.5.2021,,SkorowidzOrtofomapy2021.1014739.akt_data,,,,,,,,,,,,,,,,2021-05-01,TAK,https://opendata.geoportal.gov.pl/ortofotomapa/74865/74865_1014739_N-34-50-C-a-2-3.tif,,SkorowidzOrtofomapy2021.1014739.dt_pzgik,,,,,,,,,,,,,,,,2021-11-19,127,metro21,C:/Users/admin/Desktop/inference_data/Inference_data/metro21.gml
metro21.36,SkorowidzOrtofomapy2021.1014775,,,,,,,,,,,,,N-34-50-C-d-3-4,2021,0.05,RGB,Zdj. cyfrowe,PL-1992,1:5000,GI-FOTO.6201.5.2021,,SkorowidzOrtofomapy2021.1014775.akt_data,,,,,,,,,,,,,,,,2021-05-01,TAK,https://opendata.geoportal.gov.pl/ortofotomapa/74865/74865_1014775_N-34-50-C-d-3-4.tif,,SkorowidzOrtofomapy2021.1014775.dt_pzgik,,,,,,,,,,,,,,,,2021-11-19,853,metro21,C:/Users/admin/Desktop/inference_data/Inference_data/metro21.gml
metro21.37,SkorowidzOrtofomapy2021.1014781,,,,,,,,,,,,,N-34-49-D-b-1-1,2021,0.05,RGB,Zdj. cyfrowe,PL-1992,1:5000,GI-FOTO.6201.5.2021,,SkorowidzOrtofomapy2021.1014781.akt_data,,,,,,,,,,,,,,,,2021-05-01,TAK,https://opendata.geoportal.gov.pl/ortofotomapa/74865/74865_1014781_N-34-49-D-b-1-1.tif,,SkorowidzOrtofomapy2021.1014781.dt_pzgik,,,,,,,,,,,,,,,,2021-11-19,1106,metro21,C:/Users/admin/Desktop/inference_data/Inference_data/metro21.gml
