,gml_id,id,metadataproperty,description_href,description_title,description_nilreason,description,descriptionreference_href,descriptionreference_title,descriptionreference_nilreason,identifier_codespace,identifier,name,location_location,godlo,akt_rok,piksel,kolor,zrodlo_danych,uklad_xy,modul_archiwizacji,nr_zglosz,akt_data_frame,akt_data_id,akt_data_metadataproperty,akt_data_description_href,akt_data_description_title,akt_data_description_nilreason,akt_data_description,akt_data_descriptionreference_href,akt_data_descriptionreference_title,akt_data_descriptionreference_nilreason,akt_data_identifier_codespace,akt_data_identifier,akt_data_name,akt_data_relatedtime,akt_data_timeposition_frame,akt_data_timeposition_calendareraname,akt_data_timeposition_indeterminateposition,akt_data_timeposition,czy_ark_wypelniony,url_do_pobrania,dt_pzgik_frame,dt_pzgik_id,dt_pzgik_metadataproperty,dt_pzgik_description_href,dt_pzgik_description_title,dt_pzgik_description_nilreason,dt_pzgik_description,dt_pzgik_descriptionreference_href,dt_pzgik_descriptionreference_title,dt_pzgik_descriptionreference_nilreason,dt_pzgik_identifier_codespace,dt_pzgik_identifier,dt_pzgik_name,dt_pzgik_relatedtime,dt_pzgik_timeposition_frame,dt_pzgik_timeposition_calendareraname,dt_pzgik_timeposition_indeterminateposition,dt_pzgik_timeposition,wlk_pliku_mb,layer,path
142,metro20.17,SkorowidzOrtofomapy2020.915730,,,,,,,,,,,,,N-34-49-D-b-4-3,2020.0,0.25,RGB,Zdj. cyfrowe,PL-1992,1:5000,DFT.7201.016.2020,,SkorowidzOrtofomapy2020.915730.akt_data,,,,,,,,,,,,,,,,2020-04-11,TAK,https://opendata.geoportal.gov.pl/ortofotomapa/73642/73642_915730_N-34-49-D-b-4-3.tif,,SkorowidzOrtofomapy2020.915730.dt_pzgik,,,,,,,,,,,,,,,,2020-09-02,42.0,metro20,C:/Users/admin/Desktop/inference_data/Inference_data/QGIS_project/metro20.gml
143,metro20.18,SkorowidzOrtofomapy2020.915458,,,,,,,,,,,,,N-34-50-A-c-3-2,2020.0,0.25,RGB,Zdj. cyfrowe,PL-1992,1:5000,DFT.7201.016.2020,,SkorowidzOrtofomapy2020.915458.akt_data,,,,,,,,,,,,,,,,2020-04-11,TAK,https://opendata.geoportal.gov.pl/ortofotomapa/73642/73642_915458_N-34-50-A-c-3-2.tif,,SkorowidzOrtofomapy2020.915458.dt_pzgik,,,,,,,,,,,,,,,,2020-09-02,29.0,metro20,C:/Users/admin/Desktop/inference_data/Inference_data/QGIS_project/metro20.gml
144,metro20.19,SkorowidzOrtofomapy2020.915850,,,,,,,,,,,,,N-34-62-A-a-2-3,2020.0,0.25,RGB,Zdj. cyfrowe,PL-1992,1:5000,DFT.7201.016.2020,,SkorowidzOrtofomapy2020.915850.akt_data,,,,,,,,,,,,,,,,2020-04-11,TAK,https://opendata.geoportal.gov.pl/ortofotomapa/73642/73642_915850_N-34-62-A-a-2-3.tif,,SkorowidzOrtofomapy2020.915850.dt_pzgik,,,,,,,,,,,,,,,,2020-09-02,43.0,metro20,C:/Users/admin/Desktop/inference_data/Inference_data/QGIS_project/metro20.gml
145,metro20.20,SkorowidzOrtofomapy2020.915483,,,,,,,,,,,,,N-34-50-C-a-4-3,2020.0,0.25,RGB,Zdj. cyfrowe,PL-1992,1:5000,DFT.7201.016.2020,,SkorowidzOrtofomapy2020.915483.akt_data,,,,,,,,,,,,,,,,2020-04-11,TAK,https://opendata.geoportal.gov.pl/ortofotomapa/73642/73642_915483_N-34-50-C-a-4-3.tif,,SkorowidzOrtofomapy2020.915483.dt_pzgik,,,,,,,,,,,,,,,,2020-09-02,43.0,metro20,C:/Users/admin/Desktop/inference_data/Inference_data/QGIS_project/metro20.gml
146,metro20.21,SkorowidzOrtofomapy2020.915880,,,,,,,,,,,,,N-34-62-A-b-2-2,2020.0,0.25,RGB,Zdj. cyfrowe,PL-1992,1:5000,DFT.7201.016.2020,,SkorowidzOrtofomapy2020.915880.akt_data,,,,,,,,,,,,,,,,2020-04-11,TAK,https://opendata.geoportal.gov.pl/ortofotomapa/73642/73642_915880_N-34-62-A-b-2-2.tif,,SkorowidzOrtofomapy2020.915880.dt_pzgik,,,,,,,,,,,,,,,,2020-09-02,36.0,metro20,C:/Users/admin/Desktop/inference_data/Inference_data/QGIS_project/metro20.gml
147,metro20.22,SkorowidzOrtofomapy2020.915269,,,,,,,,,,,,,N-34-50-C-c-1-2,2020.0,0.25,RGB,Zdj. cyfrowe,PL-1992,1:5000,DFT.7201.016.2020,,SkorowidzOrtofomapy2020.915269.akt_data,,,,,,,,,,,,,,,,2020-04-11,TAK,https://opendata.geoportal.gov.pl/ortofotomapa/73642/73642_915269_N-34-50-C-c-1-2.tif,,SkorowidzOrtofomapy2020.915269.dt_pzgik,,,,,,,,,,,,,,,,2020-09-02,40.0,metro20,C:/Users/admin/Desktop/inference_data/Inference_data/QGIS_project/metro20.gml
148,metro20.23,SkorowidzOrtofomapy2020.915456,,,,,,,,,,,,,N-34-50-A-c-1-4,2020.0,0.25,RGB,Zdj. cyfrowe,PL-1992,1:5000,DFT.7201.016.2020,,SkorowidzOrtofomapy2020.915456.akt_data,,,,,,,,,,,,,,,,2020-04-11,TAK,https://opendata.geoportal.gov.pl/ortofotomapa/73642/73642_915456_N-34-50-A-c-1-4.tif,,SkorowidzOrtofomapy2020.915456.dt_pzgik,,,,,,,,,,,,,,,,2020-09-02,40.0,metro20,C:/Users/admin/Desktop/inference_data/Inference_data/QGIS_project/metro20.gml
149,metro20.24,SkorowidzOrtofomapy2020.915729,,,,,,,,,,,,,N-34-49-D-b-4-2,2020.0,0.25,RGB,Zdj. cyfrowe,PL-1992,1:5000,DFT.7201.016.2020,,SkorowidzOrtofomapy2020.915729.akt_data,,,,,,,,,,,,,,,,2020-04-11,TAK,https://opendata.geoportal.gov.pl/ortofotomapa/73642/73642_915729_N-34-49-D-b-4-2.tif,,SkorowidzOrtofomapy2020.915729.dt_pzgik,,,,,,,,,,,,,,,,2020-09-02,41.0,metro20,C:/Users/admin/Desktop/inference_data/Inference_data/QGIS_project/metro20.gml
150,metro20.25,SkorowidzOrtofomapy2020.915870,,,,,,,,,,,,,N-34-62-A-b-1-1,2020.0,0.25,RGB,Zdj. cyfrowe,PL-1992,1:5000,DFT.7201.016.2020,,SkorowidzOrtofomapy2020.915870.akt_data,,,,,,,,,,,,,,,,2020-04-11,TAK,https://opendata.geoportal.gov.pl/ortofotomapa/73642/73642_915870_N-34-62-A-b-1-1.tif,,SkorowidzOrtofomapy2020.915870.dt_pzgik,,,,,,,,,,,,,,,,2020-09-02,42.0,metro20,C:/Users/admin/Desktop/inference_data/Inference_data/QGIS_project/metro20.gml
151,metro20.26,SkorowidzOrtofomapy2020.915298,,,,,,,,,,,,,N-34-50-C-c-4-1,2020.0,0.25,RGB,Zdj. cyfrowe,PL-1992,1:5000,DFT.7201.016.2020,,SkorowidzOrtofomapy2020.915298.akt_data,,,,,,,,,,,,,,,,2020-04-11,TAK,https://opendata.geoportal.gov.pl/ortofotomapa/73642/73642_915298_N-34-50-C-c-4-1.tif,,SkorowidzOrtofomapy2020.915298.dt_pzgik,,,,,,,,,,,,,,,,2020-09-02,41.0,metro20,C:/Users/admin/Desktop/inference_data/Inference_data/QGIS_project/metro20.gml
152,metro20.27,SkorowidzOrtofomapy2020.915485,,,,,,,,,,,,,N-34-50-C-a-4-4,2020.0,0.25,RGB,Zdj. cyfrowe,PL-1992,1:5000,DFT.7201.016.2020,,SkorowidzOrtofomapy2020.915485.akt_data,,,,,,,,,,,,,,,,2020-04-11,TAK,https://opendata.geoportal.gov.pl/ortofotomapa/73642/73642_915485_N-34-50-C-a-4-4.tif,,SkorowidzOrtofomapy2020.915485.dt_pzgik,,,,,,,,,,,,,,,,2020-09-02,22.0,metro20,C:/Users/admin/Desktop/inference_data/Inference_data/QGIS_project/metro20.gml
153,metro20.28,SkorowidzOrtofomapy2020.915909,,,,,,,,,,,,,N-34-49-B-d-2-3,2020.0,0.25,RGB,Zdj. cyfrowe,PL-1992,1:5000,DFT.7201.016.2020,,SkorowidzOrtofomapy2020.915909.akt_data,,,,,,,,,,,,,,,,2020-04-11,TAK,https://opendata.geoportal.gov.pl/ortofotomapa/73642/73642_915909_N-34-49-B-d-2-3.tif,,SkorowidzOrtofomapy2020.915909.dt_pzgik,,,,,,,,,,,,,,,,2020-09-02,45.0,metro20,C:/Users/admin/Desktop/inference_data/Inference_data/QGIS_project/metro20.gml
154,metro20.29,SkorowidzOrtofomapy2020.915480,,,,,,,,,,,,,N-34-50-C-a-3-3,2020.0,0.25,RGB,Zdj. cyfrowe,PL-1992,1:5000,DFT.7201.016.2020,,SkorowidzOrtofomapy2020.915480.akt_data,,,,,,,,,,,,,,,,2020-04-11,TAK,https://opendata.geoportal.gov.pl/ortofotomapa/73642/73642_915480_N-34-50-C-a-3-3.tif,,SkorowidzOrtofomapy2020.915480.dt_pzgik,,,,,,,,,,,,,,,,2020-09-02,40.0,metro20,C:/Users/admin/Desktop/inference_data/Inference_data/QGIS_project/metro20.gml
155,metro20.30,SkorowidzOrtofomapy2020.915768,,,,,,,,,,,,,N-34-49-D-d-4-2,2020.0,0.25,RGB,Zdj. cyfrowe,PL-1992,1:5000,DFT.7201.016.2020,,SkorowidzOrtofomapy2020.915768.akt_data,,,,,,,,,,,,,,,,2020-04-11,TAK,https://opendata.geoportal.gov.pl/ortofotomapa/73642/73642_915768_N-34-49-D-d-4-2.tif,,SkorowidzOrtofomapy2020.915768.dt_pzgik,,,,,,,,,,,,,,,,2020-09-02,43.0,metro20,C:/Users/admin/Desktop/inference_data/Inference_data/QGIS_project/metro20.gml
156,metro20.31,SkorowidzOrtofomapy2020.915758,,,,,,,,,,,,,N-34-49-D-d-2-2,2020.0,0.25,RGB,Zdj. cyfrowe,PL-1992,1:5000,DFT.7201.016.2020,,SkorowidzOrtofomapy2020.915758.akt_data,,,,,,,,,,,,,,,,2020-04-11,TAK,https://opendata.geoportal.gov.pl/ortofotomapa/73642/73642_915758_N-34-49-D-d-2-2.tif,,SkorowidzOrtofomapy2020.915758.dt_pzgik,,,,,,,,,,,,,,,,2020-09-02,41.0,metro20,C:/Users/admin/Desktop/inference_data/Inference_data/QGIS_project/metro20.gml
157,metro20.32,SkorowidzOrtofomapy2020.915926,,,,,,,,,,,,,N-34-49-B-d-4-2,2020.0,0.25,RGB,Zdj. cyfrowe,PL-1992,1:5000,DFT.7201.016.2020,,SkorowidzOrtofomapy2020.915926.akt_data,,,,,,,,,,,,,,,,2020-04-11,TAK,https://opendata.geoportal.gov.pl/ortofotomapa/73642/73642_915926_N-34-49-B-d-4-2.tif,,SkorowidzOrtofomapy2020.915926.dt_pzgik,,,,,,,,,,,,,,,,2020-09-02,39.0,metro20,C:/Users/admin/Desktop/inference_data/Inference_data/QGIS_project/metro20.gml
158,metro20.33,SkorowidzOrtofomapy2020.915755,,,,,,,,,,,,,N-34-49-D-d-1-4,2020.0,0.25,RGB,Zdj. cyfrowe,PL-1992,1:5000,DFT.7201.016.2020,,SkorowidzOrtofomapy2020.915755.akt_data,,,,,,,,,,,,,,,,2020-04-11,TAK,https://opendata.geoportal.gov.pl/ortofotomapa/73642/73642_915755_N-34-49-D-d-1-4.tif,,SkorowidzOrtofomapy2020.915755.dt_pzgik,,,,,,,,,,,,,,,,2020-09-02,41.0,metro20,C:/Users/admin/Desktop/inference_data/Inference_data/QGIS_project/metro20.gml
159,metro20.34,SkorowidzOrtofomapy2020.915392,,,,,,,,,,,,,N-34-50-D-c-4-3,2020.0,0.25,RGB,Zdj. cyfrowe,PL-1992,1:5000,DFT.7201.016.2020,,SkorowidzOrtofomapy2020.915392.akt_data,,,,,,,,,,,,,,,,2020-04-11,TAK,https://opendata.geoportal.gov.pl/ortofotomapa/73642/73642_915392_N-34-50-D-c-4-3.tif,,SkorowidzOrtofomapy2020.915392.dt_pzgik,,,,,,,,,,,,,,,,2020-09-02,38.0,metro20,C:/Users/admin/Desktop/inference_data/Inference_data/QGIS_project/metro20.gml
160,metro20.35,SkorowidzOrtofomapy2020.915848,,,,,,,,,,,,,N-34-62-A-a-2-2,2020.0,0.25,RGB,Zdj. cyfrowe,PL-1992,1:5000,DFT.7201.016.2020,,SkorowidzOrtofomapy2020.915848.akt_data,,,,,,,,,,,,,,,,2020-04-11,TAK,https://opendata.geoportal.gov.pl/ortofotomapa/73642/73642_915848_N-34-62-A-a-2-2.tif,,SkorowidzOrtofomapy2020.915848.dt_pzgik,,,,,,,,,,,,,,,,2020-09-02,44.0,metro20,C:/Users/admin/Desktop/inference_data/Inference_data/QGIS_project/metro20.gml
161,metro20.36,SkorowidzOrtofomapy2020.915556,,,,,,,,,,,,,N-34-61-B-b-2-2,2020.0,0.25,RGB,Zdj. cyfrowe,PL-1992,1:5000,DFT.7201.016.2020,,SkorowidzOrtofomapy2020.915556.akt_data,,,,,,,,,,,,,,,,2020-04-11,TAK,https://opendata.geoportal.gov.pl/ortofotomapa/73642/73642_915556_N-34-61-B-b-2-2.tif,,SkorowidzOrtofomapy2020.915556.dt_pzgik,,,,,,,,,,,,,,,,2020-09-02,39.0,metro20,C:/Users/admin/Desktop/inference_data/Inference_data/QGIS_project/metro20.gml
162,metro20.37,SkorowidzOrtofomapy2020.915990,,,,,,,,,,,,,N-34-62-B-a-2-2,2020.0,0.25,RGB,Zdj. cyfrowe,PL-1992,1:5000,DFT.7201.016.2020,,SkorowidzOrtofomapy2020.915990.akt_data,,,,,,,,,,,,,,,,2020-04-11,TAK,https://opendata.geoportal.gov.pl/ortofotomapa/73642/73642_915990_N-34-62-B-a-2-2.tif,,SkorowidzOrtofomapy2020.915990.dt_pzgik,,,,,,,,,,,,,,,,2020-09-02,35.0,metro20,C:/Users/admin/Desktop/inference_data/Inference_data/QGIS_project/metro20.gml
163,metro20.38,SkorowidzOrtofomapy2020.915316,,,,,,,,,,,,,N-34-50-C-d-1-3,2020.0,0.25,RGB,Zdj. cyfrowe,PL-1992,1:5000,DFT.7201.016.2020,,SkorowidzOrtofomapy2020.915316.akt_data,,,,,,,,,,,,,,,,2020-04-11,TAK,https://opendata.geoportal.gov.pl/ortofotomapa/73642/73642_915316_N-34-50-C-d-1-3.tif,,SkorowidzOrtofomapy2020.915316.dt_pzgik,,,,,,,,,,,,,,,,2020-09-02,44.0,metro20,C:/Users/admin/Desktop/inference_data/Inference_data/QGIS_project/metro20.gml
164,metro20.39,SkorowidzOrtofomapy2020.915757,,,,,,,,,,,,,N-34-49-D-d-2-1,2020.0,0.25,RGB,Zdj. cyfrowe,PL-1992,1:5000,DFT.7201.016.2020,,SkorowidzOrtofomapy2020.915757.akt_data,,,,,,,,,,,,,,,,2020-04-11,TAK,https://opendata.geoportal.gov.pl/ortofotomapa/73642/73642_915757_N-34-49-D-d-2-1.tif,,SkorowidzOrtofomapy2020.915757.dt_pzgik,,,,,,,,,,,,,,,,2020-09-02,42.0,metro20,C:/Users/admin/Desktop/inference_data/Inference_data/QGIS_project/metro20.gml
165,metro20.40,SkorowidzOrtofomapy2020.916030,,,,,,,,,,,,,N-34-62-B-b-1-3,2020.0,0.25,RGB,Zdj. cyfrowe,PL-1992,1:5000,DFT.7201.016.2020,,SkorowidzOrtofomapy2020.916030.akt_data,,,,,,,,,,,,,,,,2020-04-11,TAK,https://opendata.geoportal.gov.pl/ortofotomapa/73642/73642_916030_N-34-62-B-b-1-3.tif,,SkorowidzOrtofomapy2020.916030.dt_pzgik,,,,,,,,,,,,,,,,2020-09-02,31.0,metro20,C:/Users/admin/Desktop/inference_data/Inference_data/QGIS_project/metro20.gml
166,metro20.41,SkorowidzOrtofomapy2020.915916,,,,,,,,,,,,,N-34-49-B-d-3-2,2020.0,0.25,RGB,Zdj. cyfrowe,PL-1992,1:5000,DFT.7201.016.2020,,SkorowidzOrtofomapy2020.915916.akt_data,,,,,,,,,,,,,,,,2020-04-11,TAK,https://opendata.geoportal.gov.pl/ortofotomapa/73642/73642_915916_N-34-49-B-d-3-2.tif,,SkorowidzOrtofomapy2020.915916.dt_pzgik,,,,,,,,,,,,,,,,2020-09-02,35.0,metro20,C:/Users/admin/Desktop/inference_data/Inference_data/QGIS_project/metro20.gml
167,metro20.42,SkorowidzOrtofomapy2020.915307,,,,,,,,,,,,,N-34-50-C-c-4-4,2020.0,0.25,RGB,Zdj. cyfrowe,PL-1992,1:5000,DFT.7201.016.2020,,SkorowidzOrtofomapy2020.915307.akt_data,,,,,,,,,,,,,,,,2020-04-11,TAK,https://opendata.geoportal.gov.pl/ortofotomapa/73642/73642_915307_N-34-50-C-c-4-4.tif,,SkorowidzOrtofomapy2020.915307.dt_pzgik,,,,,,,,,,,,,,,,2020-09-02,44.0,metro20,C:/Users/admin/Desktop/inference_data/Inference_data/QGIS_project/metro20.gml
168,metro20.43,SkorowidzOrtofomapy2020.915555,,,,,,,,,,,,,N-34-61-B-b-2-1,2020.0,0.25,RGB,Zdj. cyfrowe,PL-1992,1:5000,DFT.7201.016.2020,,SkorowidzOrtofomapy2020.915555.akt_data,,,,,,,,,,,,,,,,2020-04-11,TAK,https://opendata.geoportal.gov.pl/ortofotomapa/73642/73642_915555_N-34-61-B-b-2-1.tif,,SkorowidzOrtofomapy2020.915555.dt_pzgik,,,,,,,,,,,,,,,,2020-09-02,39.0,metro20,C:/Users/admin/Desktop/inference_data/Inference_data/QGIS_project/metro20.gml
169,metro20.44,SkorowidzOrtofomapy2020.915282,,,,,,,,,,,,,N-34-50-C-c-2-3,2020.0,0.25,RGB,Zdj. cyfrowe,PL-1992,1:5000,DFT.7201.016.2020,,SkorowidzOrtofomapy2020.915282.akt_data,,,,,,,,,,,,,,,,2020-04-11,TAK,https://opendata.geoportal.gov.pl/ortofotomapa/73642/73642_915282_N-34-50-C-c-2-3.tif,,SkorowidzOrtofomapy2020.915282.dt_pzgik,,,,,,,,,,,,,,,,2020-09-02,45.0,metro20,C:/Users/admin/Desktop/inference_data/Inference_data/QGIS_project/metro20.gml
170,metro20.45,SkorowidzOrtofomapy2020.915996,,,,,,,,,,,,,N-34-62-B-a-2-4,2020.0,0.25,RGB,Zdj. cyfrowe,PL-1992,1:5000,DFT.7201.016.2020,,SkorowidzOrtofomapy2020.915996.akt_data,,,,,,,,,,,,,,,,2020-04-11,TAK,https://opendata.geoportal.gov.pl/ortofotomapa/73642/73642_915996_N-34-62-B-a-2-4.tif,,SkorowidzOrtofomapy2020.915996.dt_pzgik,,,,,,,,,,,,,,,,2020-09-02,33.0,metro20,C:/Users/admin/Desktop/inference_data/Inference_data/QGIS_project/metro20.gml
171,metro20.46,SkorowidzOrtofomapy2020.915387,,,,,,,,,,,,,N-34-50-D-c-3-1,2020.0,0.25,RGB,Zdj. cyfrowe,PL-1992,1:5000,DFT.7201.016.2020,,SkorowidzOrtofomapy2020.915387.akt_data,,,,,,,,,,,,,,,,2020-04-11,TAK,https://opendata.geoportal.gov.pl/ortofotomapa/73642/73642_915387_N-34-50-D-c-3-1.tif,,SkorowidzOrtofomapy2020.915387.dt_pzgik,,,,,,,,,,,,,,,,2020-09-02,42.0,metro20,C:/Users/admin/Desktop/inference_data/Inference_data/QGIS_project/metro20.gml
172,metro20.47,SkorowidzOrtofomapy2020.915389,,,,,,,,,,,,,N-34-50-D-c-3-3,2020.0,0.25,RGB,Zdj. cyfrowe,PL-1992,1:5000,DFT.7201.016.2020,,SkorowidzOrtofomapy2020.915389.akt_data,,,,,,,,,,,,,,,,2020-04-11,TAK,https://opendata.geoportal.gov.pl/ortofotomapa/73642/73642_915389_N-34-50-D-c-3-3.tif,,SkorowidzOrtofomapy2020.915389.dt_pzgik,,,,,,,,,,,,,,,,2020-09-02,41.0,metro20,C:/Users/admin/Desktop/inference_data/Inference_data/QGIS_project/metro20.gml
173,metro20.48,SkorowidzOrtofomapy2020.915472,,,,,,,,,,,,,N-34-50-C-a-1-1,2020.0,0.25,RGB,Zdj. cyfrowe,PL-1992,1:5000,DFT.7201.016.2020,,SkorowidzOrtofomapy2020.915472.akt_data,,,,,,,,,,,,,,,,2020-04-11,TAK,https://opendata.geoportal.gov.pl/ortofotomapa/73642/73642_915472_N-34-50-C-a-1-1.tif,,SkorowidzOrtofomapy2020.915472.dt_pzgik,,,,,,,,,,,,,,,,2020-09-02,42.0,metro20,C:/Users/admin/Desktop/inference_data/Inference_data/QGIS_project/metro20.gml
174,metro20.49,SkorowidzOrtofomapy2020.915362,,,,,,,,,,,,,N-34-50-C-d-4-4,2020.0,0.25,RGB,Zdj. cyfrowe,PL-1992,1:5000,DFT.7201.016.2020,,SkorowidzOrtofomapy2020.915362.akt_data,,,,,,,,,,,,,,,,2020-04-11,TAK,https://opendata.geoportal.gov.pl/ortofotomapa/73642/73642_915362_N-34-50-C-d-4-4.tif,,SkorowidzOrtofomapy2020.915362.dt_pzgik,,,,,,,,,,,,,,,,2020-09-02,42.0,metro20,C:/Users/admin/Desktop/inference_data/Inference_data/QGIS_project/metro20.gml
175,metro20.50,SkorowidzOrtofomapy2020.915473,,,,,,,,,,,,,N-34-50-C-a-1-2,2020.0,0.25,RGB,Zdj. cyfrowe,PL-1992,1:5000,DFT.7201.016.2020,,SkorowidzOrtofomapy2020.915473.akt_data,,,,,,,,,,,,,,,,2020-04-11,TAK,https://opendata.geoportal.gov.pl/ortofotomapa/73642/73642_915473_N-34-50-C-a-1-2.tif,,SkorowidzOrtofomapy2020.915473.dt_pzgik,,,,,,,,,,,,,,,,2020-09-02,46.0,metro20,C:/Users/admin/Desktop/inference_data/Inference_data/QGIS_project/metro20.gml
176,metro20.51,SkorowidzOrtofomapy2020.915289,,,,,,,,,,,,,N-34-50-C-c-3-2,2020.0,0.25,RGB,Zdj. cyfrowe,PL-1992,1:5000,DFT.7201.016.2020,,SkorowidzOrtofomapy2020.915289.akt_data,,,,,,,,,,,,,,,,2020-04-11,TAK,https://opendata.geoportal.gov.pl/ortofotomapa/73642/73642_915289_N-34-50-C-c-3-2.tif,,SkorowidzOrtofomapy2020.915289.dt_pzgik,,,,,,,,,,,,,,,,2020-09-02,39.0,metro20,C:/Users/admin/Desktop/inference_data/Inference_data/QGIS_project/metro20.gml
177,metro20.52,SkorowidzOrtofomapy2020.915356,,,,,,,,,,,,,N-34-50-C-d-4-2,2020.0,0.25,RGB,Zdj. cyfrowe,PL-1992,1:5000,DFT.7201.016.2020,,SkorowidzOrtofomapy2020.915356.akt_data,,,,,,,,,,,,,,,,2020-04-11,TAK,https://opendata.geoportal.gov.pl/ortofotomapa/73642/73642_915356_N-34-50-C-d-4-2.tif,,SkorowidzOrtofomapy2020.915356.dt_pzgik,,,,,,,,,,,,,,,,2020-09-02,41.0,metro20,C:/Users/admin/Desktop/inference_data/Inference_data/QGIS_project/metro20.gml
178,metro20.53,SkorowidzOrtofomapy2020.915762,,,,,,,,,,,,,N-34-49-D-d-2-4,2020.0,0.25,RGB,Zdj. cyfrowe,PL-1992,1:5000,DFT.7201.016.2020,,SkorowidzOrtofomapy2020.915762.akt_data,,,,,,,,,,,,,,,,2020-04-11,TAK,https://opendata.geoportal.gov.pl/ortofotomapa/73642/73642_915762_N-34-49-D-d-2-4.tif,,SkorowidzOrtofomapy2020.915762.dt_pzgik,,,,,,,,,,,,,,,,2020-09-02,42.0,metro20,C:/Users/admin/Desktop/inference_data/Inference_data/QGIS_project/metro20.gml
179,metro20.54,SkorowidzOrtofomapy2020.915721,,,,,,,,,,,,,N-34-49-D-b-2-2,2020.0,0.25,RGB,Zdj. cyfrowe,PL-1992,1:5000,DFT.7201.016.2020,,SkorowidzOrtofomapy2020.915721.akt_data,,,,,,,,,,,,,,,,2020-04-11,TAK,https://opendata.geoportal.gov.pl/ortofotomapa/73642/73642_915721_N-34-49-D-b-2-2.tif,,SkorowidzOrtofomapy2020.915721.dt_pzgik,,,,,,,,,,,,,,,,2020-09-02,38.0,metro20,C:/Users/admin/Desktop/inference_data/Inference_data/QGIS_project/metro20.gml
180,metro20.55,SkorowidzOrtofomapy2020.915705,,,,,,,,,,,,,N-34-49-D-a-2-2,2020.0,0.25,RGB,Zdj. cyfrowe,PL-1992,1:5000,DFT.7201.016.2020,,SkorowidzOrtofomapy2020.915705.akt_data,,,,,,,,,,,,,,,,2020-04-11,TAK,https://opendata.geoportal.gov.pl/ortofotomapa/73642/73642_915705_N-34-49-D-a-2-2.tif,,SkorowidzOrtofomapy2020.915705.dt_pzgik,,,,,,,,,,,,,,,,2020-09-02,42.0,metro20,C:/Users/admin/Desktop/inference_data/Inference_data/QGIS_project/metro20.gml
181,metro20.56,SkorowidzOrtofomapy2020.915913,,,,,,,,,,,,,N-34-49-B-d-3-1,2020.0,0.25,RGB,Zdj. cyfrowe,PL-1992,1:5000,DFT.7201.016.2020,,SkorowidzOrtofomapy2020.915913.akt_data,,,,,,,,,,,,,,,,2020-04-11,TAK,https://opendata.geoportal.gov.pl/ortofotomapa/73642/73642_915913_N-34-49-B-d-3-1.tif,,SkorowidzOrtofomapy2020.915913.dt_pzgik,,,,,,,,,,,,,,,,2020-09-02,39.0,metro20,C:/Users/admin/Desktop/inference_data/Inference_data/QGIS_project/metro20.gml
182,metro20.57,SkorowidzOrtofomapy2020.915844,,,,,,,,,,,,,N-34-62-A-a-1-4,2020.0,0.25,RGB,Zdj. cyfrowe,PL-1992,1:5000,DFT.7201.016.2020,,SkorowidzOrtofomapy2020.915844.akt_data,,,,,,,,,,,,,,,,2020-04-11,TAK,https://opendata.geoportal.gov.pl/ortofotomapa/73642/73642_915844_N-34-62-A-a-1-4.tif,,SkorowidzOrtofomapy2020.915844.dt_pzgik,,,,,,,,,,,,,,,,2020-09-02,43.0,metro20,C:/Users/admin/Desktop/inference_data/Inference_data/QGIS_project/metro20.gml
183,metro20.58,SkorowidzOrtofomapy2020.915895,,,,,,,,,,,,,N-34-49-B-c-4-4,2020.0,0.25,RGB,Zdj. cyfrowe,PL-1992,1:5000,DFT.7201.016.2020,,SkorowidzOrtofomapy2020.915895.akt_data,,,,,,,,,,,,,,,,2020-04-11,TAK,https://opendata.geoportal.gov.pl/ortofotomapa/73642/73642_915895_N-34-49-B-c-4-4.tif,,SkorowidzOrtofomapy2020.915895.dt_pzgik,,,,,,,,,,,,,,,,2020-09-02,40.0,metro20,C:/Users/admin/Desktop/inference_data/Inference_data/QGIS_project/metro20.gml
184,metro20.59,SkorowidzOrtofomapy2020.915770,,,,,,,,,,,,,N-34-49-D-d-4-4,2020.0,0.25,RGB,Zdj. cyfrowe,PL-1992,1:5000,DFT.7201.016.2020,,SkorowidzOrtofomapy2020.915770.akt_data,,,,,,,,,,,,,,,,2020-04-11,TAK,https://opendata.geoportal.gov.pl/ortofotomapa/73642/73642_915770_N-34-49-D-d-4-4.tif,,SkorowidzOrtofomapy2020.915770.dt_pzgik,,,,,,,,,,,,,,,,2020-09-02,42.0,metro20,C:/Users/admin/Desktop/inference_data/Inference_data/QGIS_project/metro20.gml
185,metro20.60,SkorowidzOrtofomapy2020.915310,,,,,,,,,,,,,N-34-50-C-d-1-1,2020.0,0.25,RGB,Zdj. cyfrowe,PL-1992,1:5000,DFT.7201.016.2020,,SkorowidzOrtofomapy2020.915310.akt_data,,,,,,,,,,,,,,,,2020-04-11,TAK,https://opendata.geoportal.gov.pl/ortofotomapa/73642/73642_915310_N-34-50-C-d-1-1.tif,,SkorowidzOrtofomapy2020.915310.dt_pzgik,,,,,,,,,,,,,,,,2020-09-02,38.0,metro20,C:/Users/admin/Desktop/inference_data/Inference_data/QGIS_project/metro20.gml
