gml_id,id,metadataproperty,description_href,description_title,description_nilreason,description,descriptionreference_href,descriptionreference_title,descriptionreference_nilreason,identifier_codespace,identifier,name,location_location,godlo,akt_rok,piksel,kolor,zrodlo_danych,uklad_xy,modul_archiwizacji,nr_zglosz,akt_data_frame,akt_data_id,akt_data_metadataproperty,akt_data_description_href,akt_data_description_title,akt_data_description_nilreason,akt_data_description,akt_data_descriptionreference_href,akt_data_descriptionreference_title,akt_data_descriptionreference_nilreason,akt_data_identifier_codespace,akt_data_identifier,akt_data_name,akt_data_relatedtime,akt_data_timeposition_frame,akt_data_timeposition_calendareraname,akt_data_timeposition_indeterminateposition,akt_data_timeposition,czy_ark_wypelniony,url_do_pobrania,dt_pzgik_frame,dt_pzgik_id,dt_pzgik_metadataproperty,dt_pzgik_description_href,dt_pzgik_description_title,dt_pzgik_description_nilreason,dt_pzgik_description,dt_pzgik_descriptionreference_href,dt_pzgik_descriptionreference_title,dt_pzgik_descriptionreference_nilreason,dt_pzgik_identifier_codespace,dt_pzgik_identifier,dt_pzgik_name,dt_pzgik_relatedtime,dt_pzgik_timeposition_frame,dt_pzgik_timeposition_calendareraname,dt_pzgik_timeposition_indeterminateposition,dt_pzgik_timeposition,wlk_pliku_mb,JPT_KOD_JE,JPT_SJR_KO,JPT_NAZWA_,JPT_POWIER,JPT_ORGAN_,JPT_KOD__1,JPT_NAZWA1,JPT_ORGAN1,JPT_WAZNA_,IIP_PRZEST,IIP_IDENTY,JPT_KJ_IIP,JPT_KJ_I_1,JPT_KJ_I_2,JPT_SPS_KO,JPT_POWI_1,JPT_KJ_I_3,JPT_JOR_ID,WERSJA_OD,WERSJA_DO,WAZNY_OD,WAZNY_DO,IIP_WERSJA,JPT_OPIS,JPT_ID,SHAPE_LENG,SHAPE_LE_1,SHAPE_AREA,layer,path
ggs21.179,SkorowidzOrtofomapy2021.1067568,,,,,,,,,,,,,N-34-50-C-c-4-3,2021,0.25,CIR,Zdj. cyfrowe,PL-1992,1:5000,DFT.7201.030.2021,,SkorowidzOrtofomapy2021.1067568.akt_data,,,,,,,,,,,,,,,,2021-07-14,TAK,https://opendata.geoportal.gov.pl/ortofotomapa/75128/75128_1067568_N-34-50-C-c-4-3.tif,,SkorowidzOrtofomapy2021.1067568.dt_pzgik,,,,,,,,,,,,,,,,2022-03-02,46,226101_1,JEW,Gdańsk - gmina miejska,"68295",,,,NZN,NZN,PL.PZGIK.200,2b194616-cbeb-49dc-b933-8e4c4d930183,EGIB,226101_1,,,"0",,"13136",2025-02-28T16:25:41,,2012-02-25T00:00:00,,2025-02-28T16:25:41,,"2763400","2.00162354083","2.00162353976",".09450928201",ggs21wew,C:\Users\admin\Downloads\ggs21wew.gml|layername=ggs21wew
ggs21.182,SkorowidzOrtofomapy2021.1070245,,,,,,,,,,,,,N-34-50-C-c-1-4,2021,0.25,RGB,Zdj. cyfrowe,PL-1992,1:5000,DFT.7201.030.2021,,SkorowidzOrtofomapy2021.1070245.akt_data,,,,,,,,,,,,,,,,2021-07-14,TAK,https://opendata.geoportal.gov.pl/ortofotomapa/75127/75127_1070245_N-34-50-C-c-1-4.tif,,SkorowidzOrtofomapy2021.1070245.dt_pzgik,,,,,,,,,,,,,,,,2022-03-02,39,226101_1,JEW,Gdańsk - gmina miejska,"68295",,,,NZN,NZN,PL.PZGIK.200,2b194616-cbeb-49dc-b933-8e4c4d930183,EGIB,226101_1,,,"0",,"13136",2025-02-28T16:25:41,,2012-02-25T00:00:00,,2025-02-28T16:25:41,,"2763400","2.00162354083","2.00162353976",".09450928201",ggs21wew,C:\Users\admin\Downloads\ggs21wew.gml|layername=ggs21wew
ggs21.183,SkorowidzOrtofomapy2021.1067560,,,,,,,,,,,,,N-34-50-C-c-1-3,2021,0.25,CIR,Zdj. cyfrowe,PL-1992,1:5000,DFT.7201.030.2021,,SkorowidzOrtofomapy2021.1067560.akt_data,,,,,,,,,,,,,,,,2021-07-14,TAK,https://opendata.geoportal.gov.pl/ortofotomapa/75128/75128_1067560_N-34-50-C-c-1-3.tif,,SkorowidzOrtofomapy2021.1067560.dt_pzgik,,,,,,,,,,,,,,,,2022-03-02,40,226101_1,JEW,Gdańsk - gmina miejska,"68295",,,,NZN,NZN,PL.PZGIK.200,2b194616-cbeb-49dc-b933-8e4c4d930183,EGIB,226101_1,,,"0",,"13136",2025-02-28T16:25:41,,2012-02-25T00:00:00,,2025-02-28T16:25:41,,"2763400","2.00162354083","2.00162353976",".09450928201",ggs21wew,C:\Users\admin\Downloads\ggs21wew.gml|layername=ggs21wew
ggs21.187,SkorowidzOrtofomapy2021.1070256,,,,,,,,,,,,,N-34-50-C-d-3-3,2021,0.25,RGB,Zdj. cyfrowe,PL-1992,1:5000,DFT.7201.030.2021,,SkorowidzOrtofomapy2021.1070256.akt_data,,,,,,,,,,,,,,,,2021-09-08,TAK,https://opendata.geoportal.gov.pl/ortofotomapa/75127/75127_1070256_N-34-50-C-d-3-3.tif,,SkorowidzOrtofomapy2021.1070256.dt_pzgik,,,,,,,,,,,,,,,,2022-03-02,43,226101_1,JEW,Gdańsk - gmina miejska,"68295",,,,NZN,NZN,PL.PZGIK.200,2b194616-cbeb-49dc-b933-8e4c4d930183,EGIB,226101_1,,,"0",,"13136",2025-02-28T16:25:41,,2012-02-25T00:00:00,,2025-02-28T16:25:41,,"2763400","2.00162354083","2.00162353976",".09450928201",ggs21wew,C:\Users\admin\Downloads\ggs21wew.gml|layername=ggs21wew
ggs21.189,SkorowidzOrtofomapy2021.1070253,,,,,,,,,,,,,N-34-50-C-c-4-4,2021,0.25,RGB,Zdj. cyfrowe,PL-1992,1:5000,DFT.7201.030.2021,,SkorowidzOrtofomapy2021.1070253.akt_data,,,,,,,,,,,,,,,,2021-09-08,TAK,https://opendata.geoportal.gov.pl/ortofotomapa/75127/75127_1070253_N-34-50-C-c-4-4.tif,,SkorowidzOrtofomapy2021.1070253.dt_pzgik,,,,,,,,,,,,,,,,2022-03-02,44,226101_1,JEW,Gdańsk - gmina miejska,"68295",,,,NZN,NZN,PL.PZGIK.200,2b194616-cbeb-49dc-b933-8e4c4d930183,EGIB,226101_1,,,"0",,"13136",2025-02-28T16:25:41,,2012-02-25T00:00:00,,2025-02-28T16:25:41,,"2763400","2.00162354083","2.00162353976",".09450928201",ggs21wew,C:\Users\admin\Downloads\ggs21wew.gml|layername=ggs21wew
ggs21.192,SkorowidzOrtofomapy2021.1067651,,,,,,,,,,,,,N-34-62-A-b-1-1,2021,0.25,CIR,Zdj. cyfrowe,PL-1992,1:5000,DFT.7201.030.2021,,SkorowidzOrtofomapy2021.1067651.akt_data,,,,,,,,,,,,,,,,2021-09-08,TAK,https://opendata.geoportal.gov.pl/ortofotomapa/75128/75128_1067651_N-34-62-A-b-1-1.tif,,SkorowidzOrtofomapy2021.1067651.dt_pzgik,,,,,,,,,,,,,,,,2022-03-02,44,226101_1,JEW,Gdańsk - gmina miejska,"68295",,,,NZN,NZN,PL.PZGIK.200,2b194616-cbeb-49dc-b933-8e4c4d930183,EGIB,226101_1,,,"0",,"13136",2025-02-28T16:25:41,,2012-02-25T00:00:00,,2025-02-28T16:25:41,,"2763400","2.00162354083","2.00162353976",".09450928201",ggs21wew,C:\Users\admin\Downloads\ggs21wew.gml|layername=ggs21wew
ggs21.209,SkorowidzOrtofomapy2021.1067644,,,,,,,,,,,,,N-34-62-A-a-2-2,2021,0.25,CIR,Zdj. cyfrowe,PL-1992,1:5000,DFT.7201.030.2021,,SkorowidzOrtofomapy2021.1067644.akt_data,,,,,,,,,,,,,,,,2021-09-08,TAK,https://opendata.geoportal.gov.pl/ortofotomapa/75128/75128_1067644_N-34-62-A-a-2-2.tif,,SkorowidzOrtofomapy2021.1067644.dt_pzgik,,,,,,,,,,,,,,,,2022-03-02,47,226101_1,JEW,Gdańsk - gmina miejska,"68295",,,,NZN,NZN,PL.PZGIK.200,2b194616-cbeb-49dc-b933-8e4c4d930183,EGIB,226101_1,,,"0",,"13136",2025-02-28T16:25:41,,2012-02-25T00:00:00,,2025-02-28T16:25:41,,"2763400","2.00162354083","2.00162353976",".09450928201",ggs21wew,C:\Users\admin\Downloads\ggs21wew.gml|layername=ggs21wew
ggs21.210,SkorowidzOrtofomapy2021.1067572,,,,,,,,,,,,,N-34-50-C-d-3-3,2021,0.25,CIR,Zdj. cyfrowe,PL-1992,1:5000,DFT.7201.030.2021,,SkorowidzOrtofomapy2021.1067572.akt_data,,,,,,,,,,,,,,,,2021-09-08,TAK,https://opendata.geoportal.gov.pl/ortofotomapa/75128/75128_1067572_N-34-50-C-d-3-3.tif,,SkorowidzOrtofomapy2021.1067572.dt_pzgik,,,,,,,,,,,,,,,,2022-03-02,44,226101_1,JEW,Gdańsk - gmina miejska,"68295",,,,NZN,NZN,PL.PZGIK.200,2b194616-cbeb-49dc-b933-8e4c4d930183,EGIB,226101_1,,,"0",,"13136",2025-02-28T16:25:41,,2012-02-25T00:00:00,,2025-02-28T16:25:41,,"2763400","2.00162354083","2.00162353976",".09450928201",ggs21wew,C:\Users\admin\Downloads\ggs21wew.gml|layername=ggs21wew
ggs21.216,SkorowidzOrtofomapy2021.1070260,,,,,,,,,,,,,N-34-50-C-d-4-3,2021,0.25,RGB,Zdj. cyfrowe,PL-1992,1:5000,DFT.7201.030.2021,,SkorowidzOrtofomapy2021.1070260.akt_data,,,,,,,,,,,,,,,,2021-09-08,TAK,https://opendata.geoportal.gov.pl/ortofotomapa/75127/75127_1070260_N-34-50-C-d-4-3.tif,,SkorowidzOrtofomapy2021.1070260.dt_pzgik,,,,,,,,,,,,,,,,2022-03-02,41,226101_1,JEW,Gdańsk - gmina miejska,"68295",,,,NZN,NZN,PL.PZGIK.200,2b194616-cbeb-49dc-b933-8e4c4d930183,EGIB,226101_1,,,"0",,"13136",2025-02-28T16:25:41,,2012-02-25T00:00:00,,2025-02-28T16:25:41,,"2763400","2.00162354083","2.00162353976",".09450928201",ggs21wew,C:\Users\admin\Downloads\ggs21wew.gml|layername=ggs21wew
ggs21.218,SkorowidzOrtofomapy2021.1067569,,,,,,,,,,,,,N-34-50-C-c-4-4,2021,0.25,CIR,Zdj. cyfrowe,PL-1992,1:5000,DFT.7201.030.2021,,SkorowidzOrtofomapy2021.1067569.akt_data,,,,,,,,,,,,,,,,2021-09-08,TAK,https://opendata.geoportal.gov.pl/ortofotomapa/75128/75128_1067569_N-34-50-C-c-4-4.tif,,SkorowidzOrtofomapy2021.1067569.dt_pzgik,,,,,,,,,,,,,,,,2022-03-02,46,226101_1,JEW,Gdańsk - gmina miejska,"68295",,,,NZN,NZN,PL.PZGIK.200,2b194616-cbeb-49dc-b933-8e4c4d930183,EGIB,226101_1,,,"0",,"13136",2025-02-28T16:25:41,,2012-02-25T00:00:00,,2025-02-28T16:25:41,,"2763400","2.00162354083","2.00162353976",".09450928201",ggs21wew,C:\Users\admin\Downloads\ggs21wew.gml|layername=ggs21wew
ggs21.220,SkorowidzOrtofomapy2021.1067576,,,,,,,,,,,,,N-34-50-C-d-4-3,2021,0.25,CIR,Zdj. cyfrowe,PL-1992,1:5000,DFT.7201.030.2021,,SkorowidzOrtofomapy2021.1067576.akt_data,,,,,,,,,,,,,,,,2021-09-08,TAK,https://opendata.geoportal.gov.pl/ortofotomapa/75128/75128_1067576_N-34-50-C-d-4-3.tif,,SkorowidzOrtofomapy2021.1067576.dt_pzgik,,,,,,,,,,,,,,,,2022-03-02,43,226101_1,JEW,Gdańsk - gmina miejska,"68295",,,,NZN,NZN,PL.PZGIK.200,2b194616-cbeb-49dc-b933-8e4c4d930183,EGIB,226101_1,,,"0",,"13136",2025-02-28T16:25:41,,2012-02-25T00:00:00,,2025-02-28T16:25:41,,"2763400","2.00162354083","2.00162353976",".09450928201",ggs21wew,C:\Users\admin\Downloads\ggs21wew.gml|layername=ggs21wew
ggs21.221,SkorowidzOrtofomapy2021.1067573,,,,,,,,,,,,,N-34-50-C-d-3-4,2021,0.25,CIR,Zdj. cyfrowe,PL-1992,1:5000,DFT.7201.030.2021,,SkorowidzOrtofomapy2021.1067573.akt_data,,,,,,,,,,,,,,,,2021-09-08,TAK,https://opendata.geoportal.gov.pl/ortofotomapa/75128/75128_1067573_N-34-50-C-d-3-4.tif,,SkorowidzOrtofomapy2021.1067573.dt_pzgik,,,,,,,,,,,,,,,,2022-03-02,45,226101_1,JEW,Gdańsk - gmina miejska,"68295",,,,NZN,NZN,PL.PZGIK.200,2b194616-cbeb-49dc-b933-8e4c4d930183,EGIB,226101_1,,,"0",,"13136",2025-02-28T16:25:41,,2012-02-25T00:00:00,,2025-02-28T16:25:41,,"2763400","2.00162354083","2.00162353976",".09450928201",ggs21wew,C:\Users\admin\Downloads\ggs21wew.gml|layername=ggs21wew
ggs21.229,SkorowidzOrtofomapy2021.1070257,,,,,,,,,,,,,N-34-50-C-d-3-4,2021,0.25,RGB,Zdj. cyfrowe,PL-1992,1:5000,DFT.7201.030.2021,,SkorowidzOrtofomapy2021.1070257.akt_data,,,,,,,,,,,,,,,,2021-09-08,TAK,https://opendata.geoportal.gov.pl/ortofotomapa/75127/75127_1070257_N-34-50-C-d-3-4.tif,,SkorowidzOrtofomapy2021.1070257.dt_pzgik,,,,,,,,,,,,,,,,2022-03-02,44,226101_1,JEW,Gdańsk - gmina miejska,"68295",,,,NZN,NZN,PL.PZGIK.200,2b194616-cbeb-49dc-b933-8e4c4d930183,EGIB,226101_1,,,"0",,"13136",2025-02-28T16:25:41,,2012-02-25T00:00:00,,2025-02-28T16:25:41,,"2763400","2.00162354083","2.00162353976",".09450928201",ggs21wew,C:\Users\admin\Downloads\ggs21wew.gml|layername=ggs21wew
ggs21.231,SkorowidzOrtofomapy2021.1070335,,,,,,,,,,,,,N-34-62-A-b-1-1,2021,0.25,RGB,Zdj. cyfrowe,PL-1992,1:5000,DFT.7201.030.2021,,SkorowidzOrtofomapy2021.1070335.akt_data,,,,,,,,,,,,,,,,2021-09-08,TAK,https://opendata.geoportal.gov.pl/ortofotomapa/75127/75127_1070335_N-34-62-A-b-1-1.tif,,SkorowidzOrtofomapy2021.1070335.dt_pzgik,,,,,,,,,,,,,,,,2022-03-02,43,226101_1,JEW,Gdańsk - gmina miejska,"68295",,,,NZN,NZN,PL.PZGIK.200,2b194616-cbeb-49dc-b933-8e4c4d930183,EGIB,226101_1,,,"0",,"13136",2025-02-28T16:25:41,,2012-02-25T00:00:00,,2025-02-28T16:25:41,,"2763400","2.00162354083","2.00162353976",".09450928201",ggs21wew,C:\Users\admin\Downloads\ggs21wew.gml|layername=ggs21wew
ggs21.236,SkorowidzOrtofomapy2021.1070328,,,,,,,,,,,,,N-34-62-A-a-2-2,2021,0.25,RGB,Zdj. cyfrowe,PL-1992,1:5000,DFT.7201.030.2021,,SkorowidzOrtofomapy2021.1070328.akt_data,,,,,,,,,,,,,,,,2021-09-08,TAK,https://opendata.geoportal.gov.pl/ortofotomapa/75127/75127_1070328_N-34-62-A-a-2-2.tif,,SkorowidzOrtofomapy2021.1070328.dt_pzgik,,,,,,,,,,,,,,,,2022-03-02,45,226101_1,JEW,Gdańsk - gmina miejska,"68295",,,,NZN,NZN,PL.PZGIK.200,2b194616-cbeb-49dc-b933-8e4c4d930183,EGIB,226101_1,,,"0",,"13136",2025-02-28T16:25:41,,2012-02-25T00:00:00,,2025-02-28T16:25:41,,"2763400","2.00162354083","2.00162353976",".09450928201",ggs21wew,C:\Users\admin\Downloads\ggs21wew.gml|layername=ggs21wew
ggs21.263,SkorowidzOrtofomapy2021.1070242,,,,,,,,,,,,,N-34-50-C-c-1-1,2021,0.25,RGB,Zdj. cyfrowe,PL-1992,1:5000,DFT.7201.030.2021,,SkorowidzOrtofomapy2021.1070242.akt_data,,,,,,,,,,,,,,,,2021-09-10,TAK,https://opendata.geoportal.gov.pl/ortofotomapa/75127/75127_1070242_N-34-50-C-c-1-1.tif,,SkorowidzOrtofomapy2021.1070242.dt_pzgik,,,,,,,,,,,,,,,,2022-03-02,39,226101_1,JEW,Gdańsk - gmina miejska,"68295",,,,NZN,NZN,PL.PZGIK.200,2b194616-cbeb-49dc-b933-8e4c4d930183,EGIB,226101_1,,,"0",,"13136",2025-02-28T16:25:41,,2012-02-25T00:00:00,,2025-02-28T16:25:41,,"2763400","2.00162354083","2.00162353976",".09450928201",ggs21wew,C:\Users\admin\Downloads\ggs21wew.gml|layername=ggs21wew
ggs21.265,SkorowidzOrtofomapy2021.1070243,,,,,,,,,,,,,N-34-50-C-c-1-2,2021,0.25,RGB,Zdj. cyfrowe,PL-1992,1:5000,DFT.7201.030.2021,,SkorowidzOrtofomapy2021.1070243.akt_data,,,,,,,,,,,,,,,,2021-09-10,TAK,https://opendata.geoportal.gov.pl/ortofotomapa/75127/75127_1070243_N-34-50-C-c-1-2.tif,,SkorowidzOrtofomapy2021.1070243.dt_pzgik,,,,,,,,,,,,,,,,2022-03-02,38,226101_1,JEW,Gdańsk - gmina miejska,"68295",,,,NZN,NZN,PL.PZGIK.200,2b194616-cbeb-49dc-b933-8e4c4d930183,EGIB,226101_1,,,"0",,"13136",2025-02-28T16:25:41,,2012-02-25T00:00:00,,2025-02-28T16:25:41,,"2763400","2.00162354083","2.00162353976",".09450928201",ggs21wew,C:\Users\admin\Downloads\ggs21wew.gml|layername=ggs21wew
ggs21.266,SkorowidzOrtofomapy2021.1067562,,,,,,,,,,,,,N-34-50-C-c-2-1,2021,0.25,CIR,Zdj. cyfrowe,PL-1992,1:5000,DFT.7201.030.2021,,SkorowidzOrtofomapy2021.1067562.akt_data,,,,,,,,,,,,,,,,2021-09-10,TAK,https://opendata.geoportal.gov.pl/ortofotomapa/75128/75128_1067562_N-34-50-C-c-2-1.tif,,SkorowidzOrtofomapy2021.1067562.dt_pzgik,,,,,,,,,,,,,,,,2022-03-02,41,226101_1,JEW,Gdańsk - gmina miejska,"68295",,,,NZN,NZN,PL.PZGIK.200,2b194616-cbeb-49dc-b933-8e4c4d930183,EGIB,226101_1,,,"0",,"13136",2025-02-28T16:25:41,,2012-02-25T00:00:00,,2025-02-28T16:25:41,,"2763400","2.00162354083","2.00162353976",".09450928201",ggs21wew,C:\Users\admin\Downloads\ggs21wew.gml|layername=ggs21wew
ggs21.267,SkorowidzOrtofomapy2021.1067563,,,,,,,,,,,,,N-34-50-C-c-2-3,2021,0.25,CIR,Zdj. cyfrowe,PL-1992,1:5000,DFT.7201.030.2021,,SkorowidzOrtofomapy2021.1067563.akt_data,,,,,,,,,,,,,,,,2021-09-10,TAK,https://opendata.geoportal.gov.pl/ortofotomapa/75128/75128_1067563_N-34-50-C-c-2-3.tif,,SkorowidzOrtofomapy2021.1067563.dt_pzgik,,,,,,,,,,,,,,,,2022-03-02,42,226101_1,JEW,Gdańsk - gmina miejska,"68295",,,,NZN,NZN,PL.PZGIK.200,2b194616-cbeb-49dc-b933-8e4c4d930183,EGIB,226101_1,,,"0",,"13136",2025-02-28T16:25:41,,2012-02-25T00:00:00,,2025-02-28T16:25:41,,"2763400","2.00162354083","2.00162353976",".09450928201",ggs21wew,C:\Users\admin\Downloads\ggs21wew.gml|layername=ggs21wew
ggs21.268,SkorowidzOrtofomapy2021.1070247,,,,,,,,,,,,,N-34-50-C-c-2-3,2021,0.25,RGB,Zdj. cyfrowe,PL-1992,1:5000,DFT.7201.030.2021,,SkorowidzOrtofomapy2021.1070247.akt_data,,,,,,,,,,,,,,,,2021-09-10,TAK,https://opendata.geoportal.gov.pl/ortofotomapa/75127/75127_1070247_N-34-50-C-c-2-3.tif,,SkorowidzOrtofomapy2021.1070247.dt_pzgik,,,,,,,,,,,,,,,,2022-03-02,40,226101_1,JEW,Gdańsk - gmina miejska,"68295",,,,NZN,NZN,PL.PZGIK.200,2b194616-cbeb-49dc-b933-8e4c4d930183,EGIB,226101_1,,,"0",,"13136",2025-02-28T16:25:41,,2012-02-25T00:00:00,,2025-02-28T16:25:41,,"2763400","2.00162354083","2.00162353976",".09450928201",ggs21wew,C:\Users\admin\Downloads\ggs21wew.gml|layername=ggs21wew
ggs21.269,SkorowidzOrtofomapy2021.1070246,,,,,,,,,,,,,N-34-50-C-c-2-1,2021,0.25,RGB,Zdj. cyfrowe,PL-1992,1:5000,DFT.7201.030.2021,,SkorowidzOrtofomapy2021.1070246.akt_data,,,,,,,,,,,,,,,,2021-09-10,TAK,https://opendata.geoportal.gov.pl/ortofotomapa/75127/75127_1070246_N-34-50-C-c-2-1.tif,,SkorowidzOrtofomapy2021.1070246.dt_pzgik,,,,,,,,,,,,,,,,2022-03-02,40,226101_1,JEW,Gdańsk - gmina miejska,"68295",,,,NZN,NZN,PL.PZGIK.200,2b194616-cbeb-49dc-b933-8e4c4d930183,EGIB,226101_1,,,"0",,"13136",2025-02-28T16:25:41,,2012-02-25T00:00:00,,2025-02-28T16:25:41,,"2763400","2.00162354083","2.00162353976",".09450928201",ggs21wew,C:\Users\admin\Downloads\ggs21wew.gml|layername=ggs21wew
ggs21.270,SkorowidzOrtofomapy2021.1067558,,,,,,,,,,,,,N-34-50-C-c-1-1,2021,0.25,CIR,Zdj. cyfrowe,PL-1992,1:5000,DFT.7201.030.2021,,SkorowidzOrtofomapy2021.1067558.akt_data,,,,,,,,,,,,,,,,2021-09-10,TAK,https://opendata.geoportal.gov.pl/ortofotomapa/75128/75128_1067558_N-34-50-C-c-1-1.tif,,SkorowidzOrtofomapy2021.1067558.dt_pzgik,,,,,,,,,,,,,,,,2022-03-02,41,226101_1,JEW,Gdańsk - gmina miejska,"68295",,,,NZN,NZN,PL.PZGIK.200,2b194616-cbeb-49dc-b933-8e4c4d930183,EGIB,226101_1,,,"0",,"13136",2025-02-28T16:25:41,,2012-02-25T00:00:00,,2025-02-28T16:25:41,,"2763400","2.00162354083","2.00162353976",".09450928201",ggs21wew,C:\Users\admin\Downloads\ggs21wew.gml|layername=ggs21wew
ggs21.271,SkorowidzOrtofomapy2021.1067559,,,,,,,,,,,,,N-34-50-C-c-1-2,2021,0.25,CIR,Zdj. cyfrowe,PL-1992,1:5000,DFT.7201.030.2021,,SkorowidzOrtofomapy2021.1067559.akt_data,,,,,,,,,,,,,,,,2021-09-10,TAK,https://opendata.geoportal.gov.pl/ortofotomapa/75128/75128_1067559_N-34-50-C-c-1-2.tif,,SkorowidzOrtofomapy2021.1067559.dt_pzgik,,,,,,,,,,,,,,,,2022-03-02,40,226101_1,JEW,Gdańsk - gmina miejska,"68295",,,,NZN,NZN,PL.PZGIK.200,2b194616-cbeb-49dc-b933-8e4c4d930183,EGIB,226101_1,,,"0",,"13136",2025-02-28T16:25:41,,2012-02-25T00:00:00,,2025-02-28T16:25:41,,"2763400","2.00162354083","2.00162353976",".09450928201",ggs21wew,C:\Users\admin\Downloads\ggs21wew.gml|layername=ggs21wew
ggs21.275,SkorowidzOrtofomapy2021.1014741,,,,,,,,,,,,,N-34-50-C-a-3-2,2021,0.05,RGB,Zdj. cyfrowe,PL-1992,1:5000,GI-FOTO.6201.5.2021,,SkorowidzOrtofomapy2021.1014741.akt_data,,,,,,,,,,,,,,,,2021-05-01,TAK,https://opendata.geoportal.gov.pl/ortofotomapa/74865/74865_1014741_N-34-50-C-a-3-2.tif,,SkorowidzOrtofomapy2021.1014741.dt_pzgik,,,,,,,,,,,,,,,,2021-11-19,1070,226401_1,JEW,Sopot - gmina miejska,"2776",,,,NZN,NZN,PL.PZGIK.200,f85c9c4d-4af9-4657-a741-911f29357430,EGIB,226401_1,,,"0",,"13136",2025-02-28T16:25:41,,2012-01-16T00:00:00,,2025-02-28T16:25:41,,"2763853",".31248057263",".3124805755",".00384339865",ggs21wew,C:\Users\admin\Downloads\ggs21wew.gml|layername=ggs21wew
ggs21.277,SkorowidzOrtofomapy2021.1014743,,,,,,,,,,,,,N-34-50-C-a-3-4,2021,0.05,RGB,Zdj. cyfrowe,PL-1992,1:5000,GI-FOTO.6201.5.2021,,SkorowidzOrtofomapy2021.1014743.akt_data,,,,,,,,,,,,,,,,2021-05-01,TAK,https://opendata.geoportal.gov.pl/ortofotomapa/74865/74865_1014743_N-34-50-C-a-3-4.tif,,SkorowidzOrtofomapy2021.1014743.dt_pzgik,,,,,,,,,,,,,,,,2021-11-19,1055,226401_1,JEW,Sopot - gmina miejska,"2776",,,,NZN,NZN,PL.PZGIK.200,f85c9c4d-4af9-4657-a741-911f29357430,EGIB,226401_1,,,"0",,"13136",2025-02-28T16:25:41,,2012-01-16T00:00:00,,2025-02-28T16:25:41,,"2763853",".31248057263",".3124805755",".00384339865",ggs21wew,C:\Users\admin\Downloads\ggs21wew.gml|layername=ggs21wew
ggs21.278,SkorowidzOrtofomapy2021.1014740,,,,,,,,,,,,,N-34-50-C-a-3-1,2021,0.05,RGB,Zdj. cyfrowe,PL-1992,1:5000,GI-FOTO.6201.5.2021,,SkorowidzOrtofomapy2021.1014740.akt_data,,,,,,,,,,,,,,,,2021-05-01,TAK,https://opendata.geoportal.gov.pl/ortofotomapa/74865/74865_1014740_N-34-50-C-a-3-1.tif,,SkorowidzOrtofomapy2021.1014740.dt_pzgik,,,,,,,,,,,,,,,,2021-11-19,1174,226401_1,JEW,Sopot - gmina miejska,"2776",,,,NZN,NZN,PL.PZGIK.200,f85c9c4d-4af9-4657-a741-911f29357430,EGIB,226401_1,,,"0",,"13136",2025-02-28T16:25:41,,2012-01-16T00:00:00,,2025-02-28T16:25:41,,"2763853",".31248057263",".3124805755",".00384339865",ggs21wew,C:\Users\admin\Downloads\ggs21wew.gml|layername=ggs21wew
ggs21.280,SkorowidzOrtofomapy2021.1014742,,,,,,,,,,,,,N-34-50-C-a-3-3,2021,0.05,RGB,Zdj. cyfrowe,PL-1992,1:5000,GI-FOTO.6201.5.2021,,SkorowidzOrtofomapy2021.1014742.akt_data,,,,,,,,,,,,,,,,2021-05-01,TAK,https://opendata.geoportal.gov.pl/ortofotomapa/74865/74865_1014742_N-34-50-C-a-3-3.tif,,SkorowidzOrtofomapy2021.1014742.dt_pzgik,,,,,,,,,,,,,,,,2021-11-19,1107,226401_1,JEW,Sopot - gmina miejska,"2776",,,,NZN,NZN,PL.PZGIK.200,f85c9c4d-4af9-4657-a741-911f29357430,EGIB,226401_1,,,"0",,"13136",2025-02-28T16:25:41,,2012-01-16T00:00:00,,2025-02-28T16:25:41,,"2763853",".31248057263",".3124805755",".00384339865",ggs21wew,C:\Users\admin\Downloads\ggs21wew.gml|layername=ggs21wew
ggs21.281,SkorowidzOrtofomapy2021.1070240,,,,,,,,,,,,,N-34-50-C-a-3-3,2021,0.25,RGB,Zdj. cyfrowe,PL-1992,1:5000,DFT.7201.030.2021,,SkorowidzOrtofomapy2021.1070240.akt_data,,,,,,,,,,,,,,,,2021-07-13,TAK,https://opendata.geoportal.gov.pl/ortofotomapa/75127/75127_1070240_N-34-50-C-a-3-3.tif,,SkorowidzOrtofomapy2021.1070240.dt_pzgik,,,,,,,,,,,,,,,,2022-03-02,38,226401_1,JEW,Sopot - gmina miejska,"2776",,,,NZN,NZN,PL.PZGIK.200,f85c9c4d-4af9-4657-a741-911f29357430,EGIB,226401_1,,,"0",,"13136",2025-02-28T16:25:41,,2012-01-16T00:00:00,,2025-02-28T16:25:41,,"2763853",".31248057263",".3124805755",".00384339865",ggs21wew,C:\Users\admin\Downloads\ggs21wew.gml|layername=ggs21wew
